job_id,job_title,role_category,company,location,experience_tier,min_experience_years,salary_lpa,employment_type,posting_date,required_skills,description
JOB000347,Senior Level Cloud Data Architect,Cloud Data Architect,NVIDIA,"Hyderabad, India",Senior Level,7.0,40.47,Full-time,2025-05-12,"AWS (S3, EC2, Lambda, SageMaker); System Design & Distributed Systems; SQL; ETL / ELT Pipelines; Snowflake; Azure (ADF, Databricks, Azure ML); Databricks; Apache Spark / PySpark; DBT (Data Build Tool); Kubernetes; Docker & Containerization; Stakeholder Communication; Apache Kafka","We are looking for a talented Senior Level Cloud Data Architect to join our team at NVIDIA (Hyderabad, India). The ideal candidate will have 7.0+ years of proven industry experience and strong proficiency in AWS (S3, EC2, Lambda, SageMaker); System Design & Distributed Systems; SQL; ETL / ELT Pipelines; Snowflake; Azure (ADF, Databricks, Azure ML); Databricks; Apache Spark / PySpark; DBT (Data Build Tool); Kubernetes; Docker & Containerization; Stakeholder Communication; Apache Kafka. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000348,Entry Level AI Research Scientist,AI Research Scientist,Swiggy,"Seattle, WA, USA",Entry Level,1.4,10.67,Hybrid Full-time,2025-02-14,Python; Linear Algebra; Multivariate Calculus; Probability & Statistics; PyTorch; Research Paper Implementation; Large Language Models (LLMs); Convolutional Neural Networks (CNN); Transformers & Attention Mechanisms; Recurrent Neural Networks (RNN/LSTM); Scikit-Learn; Hugging Face Ecosystem; C++; Natural Language Processing (NLP); Computer Vision (OpenCV),"We are looking for a talented Entry Level AI Research Scientist to join our team at Swiggy (Seattle, WA, USA). The ideal candidate will have 1.4+ years of proven industry experience and strong proficiency in Python; Linear Algebra; Multivariate Calculus; Probability & Statistics; PyTorch; Research Paper Implementation; Large Language Models (LLMs); Convolutional Neural Networks (CNN); Transformers & Attention Mechanisms; Recurrent Neural Networks (RNN/LSTM); Scikit-Learn; Hugging Face Ecosystem; C++; Natural Language Processing (NLP); Computer Vision (OpenCV). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000349,Mid Level Machine Learning Engineer,Machine Learning Engineer,PhonePe,"Bangalore, India",Mid Level,2.3,20.72,Contract,2025-12-09,Python; Docker & Containerization; Scikit-Learn; PyTorch; Model Evaluation & Cross-Validation; Data Structures & Algorithms; XGBoost & LightGBM; Neural Networks Fundamentals; MLflow & Experiment Tracking; Linux & Bash; Git & GitHub; Model Serving & FastAPI; Kubernetes,"We are looking for a talented Mid Level Machine Learning Engineer to join our team at PhonePe (Bangalore, India). The ideal candidate will have 2.3+ years of proven industry experience and strong proficiency in Python; Docker & Containerization; Scikit-Learn; PyTorch; Model Evaluation & Cross-Validation; Data Structures & Algorithms; XGBoost & LightGBM; Neural Networks Fundamentals; MLflow & Experiment Tracking; Linux & Bash; Git & GitHub; Model Serving & FastAPI; Kubernetes. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000350,Mid Level AI Research Scientist,AI Research Scientist,Apple,"Bangalore, India",Mid Level,4.5,14.91,Full-time,2026-03-29,Python; Research Paper Implementation; Neural Networks Fundamentals; Probability & Statistics; PyTorch; Linear Algebra; Multivariate Calculus; Scikit-Learn; Recurrent Neural Networks (RNN/LSTM); Hugging Face Ecosystem; Computer Vision (OpenCV),"We are looking for a talented Mid Level AI Research Scientist to join our team at Apple (Bangalore, India). The ideal candidate will have 4.5+ years of proven industry experience and strong proficiency in Python; Research Paper Implementation; Neural Networks Fundamentals; Probability & Statistics; PyTorch; Linear Algebra; Multivariate Calculus; Scikit-Learn; Recurrent Neural Networks (RNN/LSTM); Hugging Face Ecosystem; Computer Vision (OpenCV). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000351,Senior Level AI Research Scientist,AI Research Scientist,Datadog,"London, UK",Senior Level,6.9,34.15,Full-time,2025-01-27,Probability & Statistics; PyTorch; Python; Research Paper Implementation; Multivariate Calculus; Linear Algebra; Neural Networks Fundamentals; Scikit-Learn; Convolutional Neural Networks (CNN); Large Language Models (LLMs); C++; Natural Language Processing (NLP); Computer Vision (OpenCV); Hugging Face Ecosystem,"We are looking for a talented Senior Level AI Research Scientist to join our team at Datadog (London, UK). The ideal candidate will have 6.9+ years of proven industry experience and strong proficiency in Probability & Statistics; PyTorch; Python; Research Paper Implementation; Multivariate Calculus; Linear Algebra; Neural Networks Fundamentals; Scikit-Learn; Convolutional Neural Networks (CNN); Large Language Models (LLMs); C++; Natural Language Processing (NLP); Computer Vision (OpenCV); Hugging Face Ecosystem. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000352,Entry Level Data Scientist,Data Scientist,Datadog,"London, UK",Entry Level,0.6,10.36,Full-time,2026-01-02,"SQL; Scikit-Learn; Pandas & NumPy; Exploratory Data Analysis; Probability & Statistics; Supervised Learning; Matplotlib & Seaborn; Neural Networks Fundamentals; PyTorch; AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Entry Level Data Scientist to join our team at Datadog (London, UK). The ideal candidate will have 0.6+ years of proven industry experience and strong proficiency in SQL; Scikit-Learn; Pandas & NumPy; Exploratory Data Analysis; Probability & Statistics; Supervised Learning; Matplotlib & Seaborn; Neural Networks Fundamentals; PyTorch; AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000353,Senior Level NLP Engineer,NLP Engineer,Netflix,"London, UK",Senior Level,6.3,30.69,Full-time,2025-07-26,Natural Language Processing (NLP); Transformers & Attention Mechanisms; Hugging Face Ecosystem; PyTorch; Scikit-Learn; Python; Vector Databases (Chroma/Pinecone/Milvus); Retrieval-Augmented Generation (RAG); Prompt Engineering & Fine-Tuning; Large Language Models (LLMs); MLflow & Experiment Tracking,"We are looking for a talented Senior Level NLP Engineer to join our team at Netflix (London, UK). The ideal candidate will have 6.3+ years of proven industry experience and strong proficiency in Natural Language Processing (NLP); Transformers & Attention Mechanisms; Hugging Face Ecosystem; PyTorch; Scikit-Learn; Python; Vector Databases (Chroma/Pinecone/Milvus); Retrieval-Augmented Generation (RAG); Prompt Engineering & Fine-Tuning; Large Language Models (LLMs); MLflow & Experiment Tracking. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000354,Mid Level Data Scientist,Data Scientist,Intel Labs,"Gurgaon / Delhi NCR, India",Mid Level,4.8,22.94,Full-time,2026-04-23,Scikit-Learn; Supervised Learning; Pandas & NumPy; Probability & Statistics; Python; SQL; Feature Engineering; Unsupervised Learning; Neural Networks Fundamentals; Docker & Containerization; Model Evaluation & Cross-Validation,"We are looking for a talented Mid Level Data Scientist to join our team at Intel Labs (Gurgaon / Delhi NCR, India). The ideal candidate will have 4.8+ years of proven industry experience and strong proficiency in Scikit-Learn; Supervised Learning; Pandas & NumPy; Probability & Statistics; Python; SQL; Feature Engineering; Unsupervised Learning; Neural Networks Fundamentals; Docker & Containerization; Model Evaluation & Cross-Validation. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000355,Entry Level Data Analyst,Data Analyst,Infosys Cobalt,Remote (India),Entry Level,0.4,11.86,Hybrid Full-time,2025-02-14,Python; Pandas & NumPy; Advanced Excel & VBA; SQL; Exploratory Data Analysis; Hypothesis Testing & A/B Testing; Probability & Statistics; Tableau; Scikit-Learn; Business Acumen & Domain Knowledge,"We are looking for a talented Entry Level Data Analyst to join our team at Infosys Cobalt (Remote (India)). The ideal candidate will have 0.4+ years of proven industry experience and strong proficiency in Python; Pandas & NumPy; Advanced Excel & VBA; SQL; Exploratory Data Analysis; Hypothesis Testing & A/B Testing; Probability & Statistics; Tableau; Scikit-Learn; Business Acumen & Domain Knowledge. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000356,Entry Level Machine Learning Engineer,Machine Learning Engineer,PhonePe,"Hyderabad, India",Entry Level,1.4,9.79,Hybrid Full-time,2025-12-13,"Docker & Containerization; Scikit-Learn; PyTorch; Data Structures & Algorithms; Model Evaluation & Cross-Validation; Python; Supervised Learning; Neural Networks Fundamentals; XGBoost & LightGBM; AWS (S3, EC2, Lambda, SageMaker); CI/CD Pipelines (GitHub Actions)","We are looking for a talented Entry Level Machine Learning Engineer to join our team at PhonePe (Hyderabad, India). The ideal candidate will have 1.4+ years of proven industry experience and strong proficiency in Docker & Containerization; Scikit-Learn; PyTorch; Data Structures & Algorithms; Model Evaluation & Cross-Validation; Python; Supervised Learning; Neural Networks Fundamentals; XGBoost & LightGBM; AWS (S3, EC2, Lambda, SageMaker); CI/CD Pipelines (GitHub Actions). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000357,Mid Level Business Analyst,Business Analyst,Uber,"Bangalore, India",Mid Level,3.8,27.68,Hybrid Full-time,2025-07-13,Advanced Excel & VBA; Data Storytelling & KPI Dashboards; Problem Solving & Critical Thinking; SQL; Stakeholder Communication; Business Acumen & Domain Knowledge; Tableau; Power BI & DAX; Hypothesis Testing & A/B Testing; Agile & Scrum Methodologies; Exploratory Data Analysis; Pandas & NumPy; Data Warehousing & Modeling; Python,"We are looking for a talented Mid Level Business Analyst to join our team at Uber (Bangalore, India). The ideal candidate will have 3.8+ years of proven industry experience and strong proficiency in Advanced Excel & VBA; Data Storytelling & KPI Dashboards; Problem Solving & Critical Thinking; SQL; Stakeholder Communication; Business Acumen & Domain Knowledge; Tableau; Power BI & DAX; Hypothesis Testing & A/B Testing; Agile & Scrum Methodologies; Exploratory Data Analysis; Pandas & NumPy; Data Warehousing & Modeling; Python. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000358,Mid Level Data Analyst,Data Analyst,Intel Labs,"San Francisco, CA, USA",Mid Level,3.1,23.72,Full-time,2026-05-01,Advanced Excel & VBA; Power BI & DAX; SQL; Exploratory Data Analysis; Pandas & NumPy; Python; Probability & Statistics; Data Storytelling & KPI Dashboards; Tableau; Matplotlib & Seaborn; Hypothesis Testing & A/B Testing; PostgreSQL / MySQL; Business Acumen & Domain Knowledge; Stakeholder Communication; Scikit-Learn; JavaScript,"We are looking for a talented Mid Level Data Analyst to join our team at Intel Labs (San Francisco, CA, USA). The ideal candidate will have 3.1+ years of proven industry experience and strong proficiency in Advanced Excel & VBA; Power BI & DAX; SQL; Exploratory Data Analysis; Pandas & NumPy; Python; Probability & Statistics; Data Storytelling & KPI Dashboards; Tableau; Matplotlib & Seaborn; Hypothesis Testing & A/B Testing; PostgreSQL / MySQL; Business Acumen & Domain Knowledge; Stakeholder Communication; Scikit-Learn; JavaScript. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000359,Mid Level BI Developer,BI Developer,JPMorgan Chase,"Seattle, WA, USA",Mid Level,3.1,22.18,Full-time,2025-12-11,Data Storytelling & KPI Dashboards; Advanced Excel & VBA; SQL; Data Warehousing & Modeling; Power BI & DAX; Stakeholder Communication; Tableau; Business Acumen & Domain Knowledge; PostgreSQL / MySQL; DBT (Data Build Tool); Plotly & Dash / Streamlit; Multivariate Calculus,"We are looking for a talented Mid Level BI Developer to join our team at JPMorgan Chase (Seattle, WA, USA). The ideal candidate will have 3.1+ years of proven industry experience and strong proficiency in Data Storytelling & KPI Dashboards; Advanced Excel & VBA; SQL; Data Warehousing & Modeling; Power BI & DAX; Stakeholder Communication; Tableau; Business Acumen & Domain Knowledge; PostgreSQL / MySQL; DBT (Data Build Tool); Plotly & Dash / Streamlit; Multivariate Calculus. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000360,Senior Level BI Developer,BI Developer,PhonePe,"Mumbai, India",Senior Level,6.5,41.45,Full-time,2025-08-22,Data Warehousing & Modeling; Power BI & DAX; Advanced Excel & VBA; Data Storytelling & KPI Dashboards; PostgreSQL / MySQL; ETL / ELT Pipelines; Business Acumen & Domain Knowledge; Stakeholder Communication; Snowflake; DBT (Data Build Tool); Python,"We are looking for a talented Senior Level BI Developer to join our team at PhonePe (Mumbai, India). The ideal candidate will have 6.5+ years of proven industry experience and strong proficiency in Data Warehousing & Modeling; Power BI & DAX; Advanced Excel & VBA; Data Storytelling & KPI Dashboards; PostgreSQL / MySQL; ETL / ELT Pipelines; Business Acumen & Domain Knowledge; Stakeholder Communication; Snowflake; DBT (Data Build Tool); Python. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000361,Senior Level Business Analyst,Business Analyst,Databricks,"Mumbai, India",Senior Level,7.7,26.2,Full-time,2025-12-21,Stakeholder Communication; Business Acumen & Domain Knowledge; SQL; Advanced Excel & VBA; Problem Solving & Critical Thinking; Data Storytelling & KPI Dashboards; Tableau; Hypothesis Testing & A/B Testing; Agile & Scrum Methodologies; Data Warehousing & Modeling,"We are looking for a talented Senior Level Business Analyst to join our team at Databricks (Mumbai, India). The ideal candidate will have 7.7+ years of proven industry experience and strong proficiency in Stakeholder Communication; Business Acumen & Domain Knowledge; SQL; Advanced Excel & VBA; Problem Solving & Critical Thinking; Data Storytelling & KPI Dashboards; Tableau; Hypothesis Testing & A/B Testing; Agile & Scrum Methodologies; Data Warehousing & Modeling. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000362,Senior Level NLP Engineer,NLP Engineer,PhonePe,"Hyderabad, India",Senior Level,7.2,37.07,Contract,2025-11-17,Scikit-Learn; Transformers & Attention Mechanisms; Natural Language Processing (NLP); Hugging Face Ecosystem; PyTorch; Python; Retrieval-Augmented Generation (RAG); Vector Databases (Chroma/Pinecone/Milvus); Large Language Models (LLMs); Model Serving & FastAPI; Docker & Containerization; Exploratory Data Analysis,"We are looking for a talented Senior Level NLP Engineer to join our team at PhonePe (Hyderabad, India). The ideal candidate will have 7.2+ years of proven industry experience and strong proficiency in Scikit-Learn; Transformers & Attention Mechanisms; Natural Language Processing (NLP); Hugging Face Ecosystem; PyTorch; Python; Retrieval-Augmented Generation (RAG); Vector Databases (Chroma/Pinecone/Milvus); Large Language Models (LLMs); Model Serving & FastAPI; Docker & Containerization; Exploratory Data Analysis. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000363,Mid Level AI Research Scientist,AI Research Scientist,Intel Labs,"Seattle, WA, USA",Mid Level,4.3,24.68,Full-time,2025-11-03,Probability & Statistics; Python; PyTorch; Research Paper Implementation; Multivariate Calculus; Linear Algebra; Large Language Models (LLMs); Recurrent Neural Networks (RNN/LSTM); Transformers & Attention Mechanisms; Scikit-Learn; Convolutional Neural Networks (CNN); Hugging Face Ecosystem; Computer Vision (OpenCV); Natural Language Processing (NLP); C++; TypeScript,"We are looking for a talented Mid Level AI Research Scientist to join our team at Intel Labs (Seattle, WA, USA). The ideal candidate will have 4.3+ years of proven industry experience and strong proficiency in Probability & Statistics; Python; PyTorch; Research Paper Implementation; Multivariate Calculus; Linear Algebra; Large Language Models (LLMs); Recurrent Neural Networks (RNN/LSTM); Transformers & Attention Mechanisms; Scikit-Learn; Convolutional Neural Networks (CNN); Hugging Face Ecosystem; Computer Vision (OpenCV); Natural Language Processing (NLP); C++; TypeScript. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000364,Mid Level Cloud Data Architect,Cloud Data Architect,Goldman Sachs,"Bangalore, India",Mid Level,2.1,23.65,Full-time,2025-07-11,"AWS (S3, EC2, Lambda, SageMaker); SQL; System Design & Distributed Systems; Snowflake; Data Warehousing & Modeling; ETL / ELT Pipelines; Databricks; Azure (ADF, Databricks, Azure ML); Apache Kafka; DBT (Data Build Tool)","We are looking for a talented Mid Level Cloud Data Architect to join our team at Goldman Sachs (Bangalore, India). The ideal candidate will have 2.1+ years of proven industry experience and strong proficiency in AWS (S3, EC2, Lambda, SageMaker); SQL; System Design & Distributed Systems; Snowflake; Data Warehousing & Modeling; ETL / ELT Pipelines; Databricks; Azure (ADF, Databricks, Azure ML); Apache Kafka; DBT (Data Build Tool). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000365,Entry Level Machine Learning Engineer,Machine Learning Engineer,Razorpay,"Gurgaon / Delhi NCR, India",Entry Level,0.8,13.43,Hybrid Full-time,2025-05-14,Docker & Containerization; Supervised Learning; Model Evaluation & Cross-Validation; Scikit-Learn; PyTorch; Data Structures & Algorithms; Python; Git & GitHub; MLflow & Experiment Tracking; Model Serving & FastAPI; Neural Networks Fundamentals; Linux & Bash; XGBoost & LightGBM; Kubernetes; Large Language Models (LLMs); Transformers & Attention Mechanisms; CI/CD Pipelines (GitHub Actions),"We are looking for a talented Entry Level Machine Learning Engineer to join our team at Razorpay (Gurgaon / Delhi NCR, India). The ideal candidate will have 0.8+ years of proven industry experience and strong proficiency in Docker & Containerization; Supervised Learning; Model Evaluation & Cross-Validation; Scikit-Learn; PyTorch; Data Structures & Algorithms; Python; Git & GitHub; MLflow & Experiment Tracking; Model Serving & FastAPI; Neural Networks Fundamentals; Linux & Bash; XGBoost & LightGBM; Kubernetes; Large Language Models (LLMs); Transformers & Attention Mechanisms; CI/CD Pipelines (GitHub Actions). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000366,Senior Level Computer Vision Engineer,Computer Vision Engineer,TCS Innovation Lab,"Hyderabad, India",Senior Level,6.4,39.83,Full-time,2025-10-22,"PyTorch; Linear Algebra; Convolutional Neural Networks (CNN); Neural Networks Fundamentals; Python; Computer Vision (OpenCV); TensorFlow & Keras; Docker & Containerization; Scikit-Learn; Transformers & Attention Mechanisms; AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Senior Level Computer Vision Engineer to join our team at TCS Innovation Lab (Hyderabad, India). The ideal candidate will have 6.4+ years of proven industry experience and strong proficiency in PyTorch; Linear Algebra; Convolutional Neural Networks (CNN); Neural Networks Fundamentals; Python; Computer Vision (OpenCV); TensorFlow & Keras; Docker & Containerization; Scikit-Learn; Transformers & Attention Mechanisms; AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000367,Mid Level Machine Learning Engineer,Machine Learning Engineer,Stripe,"Pune, India",Mid Level,4.8,17.36,Hybrid Full-time,2025-10-08,Supervised Learning; Python; Scikit-Learn; Docker & Containerization; Data Structures & Algorithms; Model Evaluation & Cross-Validation; PyTorch; Neural Networks Fundamentals; Linux & Bash; Large Language Models (LLMs); CI/CD Pipelines (GitHub Actions); Kubernetes,"We are looking for a talented Mid Level Machine Learning Engineer to join our team at Stripe (Pune, India). The ideal candidate will have 4.8+ years of proven industry experience and strong proficiency in Supervised Learning; Python; Scikit-Learn; Docker & Containerization; Data Structures & Algorithms; Model Evaluation & Cross-Validation; PyTorch; Neural Networks Fundamentals; Linux & Bash; Large Language Models (LLMs); CI/CD Pipelines (GitHub Actions); Kubernetes. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000368,Entry Level NLP Engineer,NLP Engineer,Salesforce,Singapore,Entry Level,0.1,12.39,Full-time,2026-04-18,Natural Language Processing (NLP); Transformers & Attention Mechanisms; Python; Hugging Face Ecosystem; Scikit-Learn; PyTorch; Retrieval-Augmented Generation (RAG); Prompt Engineering & Fine-Tuning; Vector Databases (Chroma/Pinecone/Milvus); Large Language Models (LLMs); Model Serving & FastAPI; MLflow & Experiment Tracking; Exploratory Data Analysis; Docker & Containerization; Data Structures & Algorithms,"We are looking for a talented Entry Level NLP Engineer to join our team at Salesforce (Singapore). The ideal candidate will have 0.1+ years of proven industry experience and strong proficiency in Natural Language Processing (NLP); Transformers & Attention Mechanisms; Python; Hugging Face Ecosystem; Scikit-Learn; PyTorch; Retrieval-Augmented Generation (RAG); Prompt Engineering & Fine-Tuning; Vector Databases (Chroma/Pinecone/Milvus); Large Language Models (LLMs); Model Serving & FastAPI; MLflow & Experiment Tracking; Exploratory Data Analysis; Docker & Containerization; Data Structures & Algorithms. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000369,Senior Level BI Developer,BI Developer,Meta AI,"Pune, India",Senior Level,5.5,26.43,Full-time,2025-10-29,SQL; Power BI & DAX; Data Warehousing & Modeling; Data Storytelling & KPI Dashboards; Advanced Excel & VBA; Stakeholder Communication; ETL / ELT Pipelines; Tableau; Python; DBT (Data Build Tool),"We are looking for a talented Senior Level BI Developer to join our team at Meta AI (Pune, India). The ideal candidate will have 5.5+ years of proven industry experience and strong proficiency in SQL; Power BI & DAX; Data Warehousing & Modeling; Data Storytelling & KPI Dashboards; Advanced Excel & VBA; Stakeholder Communication; ETL / ELT Pipelines; Tableau; Python; DBT (Data Build Tool). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000370,Mid Level Backend Software Engineer,Backend Software Engineer,Adobe,"London, UK",Mid Level,4.5,25.36,Full-time,2025-04-16,Data Structures & Algorithms; Python; RESTful API Design; Git & GitHub; SQL; PostgreSQL / MySQL; Linux & Bash; Docker & Containerization; Model Serving & FastAPI; CI/CD Pipelines (GitHub Actions),"We are looking for a talented Mid Level Backend Software Engineer to join our team at Adobe (London, UK). The ideal candidate will have 4.5+ years of proven industry experience and strong proficiency in Data Structures & Algorithms; Python; RESTful API Design; Git & GitHub; SQL; PostgreSQL / MySQL; Linux & Bash; Docker & Containerization; Model Serving & FastAPI; CI/CD Pipelines (GitHub Actions). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000371,Mid Level Data Scientist,Data Scientist,Uber,"Hyderabad, India",Mid Level,2.6,23.37,Full-time,2025-06-21,Scikit-Learn; Exploratory Data Analysis; Python; Pandas & NumPy; SQL; Supervised Learning; XGBoost & LightGBM; Matplotlib & Seaborn; Hypothesis Testing & A/B Testing; Neural Networks Fundamentals; Feature Engineering; Unsupervised Learning; PyTorch; Docker & Containerization,"We are looking for a talented Mid Level Data Scientist to join our team at Uber (Hyderabad, India). The ideal candidate will have 2.6+ years of proven industry experience and strong proficiency in Scikit-Learn; Exploratory Data Analysis; Python; Pandas & NumPy; SQL; Supervised Learning; XGBoost & LightGBM; Matplotlib & Seaborn; Hypothesis Testing & A/B Testing; Neural Networks Fundamentals; Feature Engineering; Unsupervised Learning; PyTorch; Docker & Containerization. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000372,Mid Level Data Scientist,Data Scientist,JPMorgan Chase,"Gurgaon / Delhi NCR, India",Mid Level,2.9,19.45,Full-time,2025-03-09,"Supervised Learning; Exploratory Data Analysis; Pandas & NumPy; Python; Scikit-Learn; Probability & Statistics; SQL; Matplotlib & Seaborn; Hypothesis Testing & A/B Testing; Feature Engineering; Unsupervised Learning; Time Series Forecasting; AWS (S3, EC2, Lambda, SageMaker); MLflow & Experiment Tracking; PyTorch; Docker & Containerization","We are looking for a talented Mid Level Data Scientist to join our team at JPMorgan Chase (Gurgaon / Delhi NCR, India). The ideal candidate will have 2.9+ years of proven industry experience and strong proficiency in Supervised Learning; Exploratory Data Analysis; Pandas & NumPy; Python; Scikit-Learn; Probability & Statistics; SQL; Matplotlib & Seaborn; Hypothesis Testing & A/B Testing; Feature Engineering; Unsupervised Learning; Time Series Forecasting; AWS (S3, EC2, Lambda, SageMaker); MLflow & Experiment Tracking; PyTorch; Docker & Containerization. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000373,Mid Level Business Analyst,Business Analyst,Apple,Remote (India),Mid Level,4.8,24.8,Full-time,2025-06-29,Problem Solving & Critical Thinking; Stakeholder Communication; SQL; Advanced Excel & VBA; Business Acumen & Domain Knowledge; Data Storytelling & KPI Dashboards; Hypothesis Testing & A/B Testing; Tableau; Exploratory Data Analysis; Power BI & DAX; Agile & Scrum Methodologies; Data Warehousing & Modeling,"We are looking for a talented Mid Level Business Analyst to join our team at Apple (Remote (India)). The ideal candidate will have 4.8+ years of proven industry experience and strong proficiency in Problem Solving & Critical Thinking; Stakeholder Communication; SQL; Advanced Excel & VBA; Business Acumen & Domain Knowledge; Data Storytelling & KPI Dashboards; Hypothesis Testing & A/B Testing; Tableau; Exploratory Data Analysis; Power BI & DAX; Agile & Scrum Methodologies; Data Warehousing & Modeling. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000374,Mid Level Machine Learning Engineer,Machine Learning Engineer,Walmart Global Tech,"Hyderabad, India",Mid Level,4.2,24.6,Full-time,2025-03-03,"PyTorch; Scikit-Learn; Supervised Learning; Docker & Containerization; Python; Model Evaluation & Cross-Validation; Data Structures & Algorithms; MLflow & Experiment Tracking; Model Serving & FastAPI; XGBoost & LightGBM; Git & GitHub; Linux & Bash; Neural Networks Fundamentals; Large Language Models (LLMs); Transformers & Attention Mechanisms; Kubernetes; CI/CD Pipelines (GitHub Actions); AWS (S3, EC2, Lambda, SageMaker)","We are looking for a talented Mid Level Machine Learning Engineer to join our team at Walmart Global Tech (Hyderabad, India). The ideal candidate will have 4.2+ years of proven industry experience and strong proficiency in PyTorch; Scikit-Learn; Supervised Learning; Docker & Containerization; Python; Model Evaluation & Cross-Validation; Data Structures & Algorithms; MLflow & Experiment Tracking; Model Serving & FastAPI; XGBoost & LightGBM; Git & GitHub; Linux & Bash; Neural Networks Fundamentals; Large Language Models (LLMs); Transformers & Attention Mechanisms; Kubernetes; CI/CD Pipelines (GitHub Actions); AWS (S3, EC2, Lambda, SageMaker). Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000375,Mid Level Data Engineer,Data Engineer,Uber,"London, UK",Mid Level,4.7,23.31,Full-time,2025-08-16,PostgreSQL / MySQL; ETL / ELT Pipelines; Python; Data Warehousing & Modeling; SQL; Apache Spark / PySpark; Apache Airflow; Snowflake; Git & GitHub; Databricks; Linux & Bash; DBT (Data Build Tool); Apache Kafka; NoSQL & MongoDB,"We are looking for a talented Mid Level Data Engineer to join our team at Uber (London, UK). The ideal candidate will have 4.7+ years of proven industry experience and strong proficiency in PostgreSQL / MySQL; ETL / ELT Pipelines; Python; Data Warehousing & Modeling; SQL; Apache Spark / PySpark; Apache Airflow; Snowflake; Git & GitHub; Databricks; Linux & Bash; DBT (Data Build Tool); Apache Kafka; NoSQL & MongoDB. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
JOB000376,Entry Level Data Engineer,Data Engineer,Databricks,"Pune, India",Entry Level,0.2,13.25,Full-time,2025-07-22,PostgreSQL / MySQL; Python; ETL / ELT Pipelines; Apache Spark / PySpark; Data Warehousing & Modeling; Databricks; Linux & Bash; Apache Airflow; NoSQL & MongoDB; Database Indexing & Query Tuning; Apache Kafka,"We are looking for a talented Entry Level Data Engineer to join our team at Databricks (Pune, India). The ideal candidate will have 0.2+ years of proven industry experience and strong proficiency in PostgreSQL / MySQL; Python; ETL / ELT Pipelines; Apache Spark / PySpark; Data Warehousing & Modeling; Databricks; Linux & Bash; Apache Airflow; NoSQL & MongoDB; Database Indexing & Query Tuning; Apache Kafka. Key duties involve architecting scalable systems, driving analytical and ML initiatives, and collaborating across cross-functional teams."
