job_id,skill_id,importance,importance_label
JOB000005,SK003,1.0,Must-Have
JOB000005,SK069,1.0,Must-Have
JOB000005,SK038,1.0,Must-Have
JOB000005,SK042,1.0,Must-Have
JOB000005,SK054,1.0,Must-Have
JOB000005,SK056,0.65,Good-to-Have
JOB000005,SK043,0.65,Good-to-Have
JOB000005,SK050,0.65,Good-to-Have
JOB000005,SK055,0.65,Good-to-Have
JOB000005,SK039,0.65,Good-to-Have
JOB000005,SK072,0.35,Optional
JOB000005,SK053,0.35,Optional
JOB000005,SK044,0.35,Optional
JOB000005,SK040,0.35,Optional
JOB000006,SK038,1.0,Must-Have
JOB000006,SK037,1.0,Must-Have
JOB000006,SK039,1.0,Must-Have
JOB000006,SK001,1.0,Must-Have
JOB000006,SK046,1.0,Must-Have
JOB000006,SK003,1.0,Must-Have
JOB000006,SK043,0.65,Good-to-Have
JOB000006,SK042,0.65,Good-to-Have
JOB000006,SK041,0.65,Good-to-Have
JOB000006,SK050,0.35,Optional
JOB000006,SK040,0.35,Optional
JOB000006,SK054,0.35,Optional
JOB000006,SK044,0.35,Optional
JOB000006,SK047,0.35,Optional
JOB000006,SK033,0.35,Optional
JOB000007,SK018,1.0,Must-Have
JOB000007,SK036,1.0,Must-Have
JOB000007,SK031,1.0,Must-Have
JOB000007,SK001,1.0,Must-Have
JOB000007,SK026,1.0,Must-Have
JOB000007,SK033,0.65,Good-to-Have
JOB000007,SK049,0.65,Good-to-Have
JOB000007,SK035,0.65,Good-to-Have
JOB000007,SK034,0.65,Good-to-Have
JOB000007,SK016,0.35,Optional
JOB000007,SK060,0.35,Optional
JOB000007,SK052,0.35,Optional
JOB000008,SK001,1.0,Must-Have
JOB000008,SK013,1.0,Must-Have
JOB000008,SK026,1.0,Must-Have
JOB000008,SK011,1.0,Must-Have
JOB000008,SK075,1.0,Must-Have
JOB000008,SK025,1.0,Must-Have
JOB000008,SK033,0.65,Good-to-Have
JOB000008,SK028,0.65,Good-to-Have
JOB000008,SK029,0.35,Optional
JOB000008,SK005,0.35,Optional
JOB000008,SK036,0.35,Optional
JOB000009,SK054,1.0,Must-Have
JOB000009,SK037,1.0,Must-Have
JOB000009,SK069,1.0,Must-Have
JOB000009,SK038,1.0,Must-Have
JOB000009,SK042,1.0,Must-Have
JOB000009,SK043,0.65,Good-to-Have
JOB000009,SK056,0.65,Good-to-Have
JOB000009,SK050,0.65,Good-to-Have
JOB000009,SK039,0.65,Good-to-Have
JOB000009,SK040,0.35,Optional
JOB000009,SK044,0.35,Optional
JOB000010,SK003,1.0,Must-Have
JOB000010,SK019,1.0,Must-Have
JOB000010,SK018,1.0,Must-Have
JOB000010,SK016,1.0,Must-Have
JOB000010,SK017,1.0,Must-Have
JOB000010,SK001,1.0,Must-Have
JOB000010,SK013,1.0,Must-Have
JOB000010,SK025,0.65,Good-to-Have
JOB000010,SK022,0.65,Good-to-Have
JOB000010,SK026,0.35,Optional
JOB000010,SK052,0.35,Optional
JOB000010,SK058,0.35,Optional
JOB000010,SK024,0.35,Optional
JOB000010,SK054,0.35,Optional
JOB000010,SK031,0.35,Optional
JOB000011,SK053,1.0,Must-Have
JOB000011,SK051,1.0,Must-Have
JOB000011,SK057,1.0,Must-Have
JOB000011,SK058,1.0,Must-Have
JOB000011,SK001,1.0,Must-Have
JOB000011,SK060,0.65,Good-to-Have
JOB000011,SK018,0.65,Good-to-Have
JOB000011,SK059,0.65,Good-to-Have
JOB000011,SK040,0.35,Optional
JOB000012,SK057,1.0,Must-Have
JOB000012,SK001,1.0,Must-Have
JOB000012,SK058,1.0,Must-Have
JOB000012,SK051,1.0,Must-Have
JOB000012,SK053,1.0,Must-Have
JOB000012,SK068,0.65,Good-to-Have
JOB000012,SK018,0.65,Good-to-Have
JOB000012,SK060,0.65,Good-to-Have
JOB000012,SK054,0.65,Good-to-Have
JOB000012,SK026,0.65,Good-to-Have
JOB000012,SK050,0.35,Optional
JOB000012,SK040,0.35,Optional
JOB000013,SK001,1.0,Must-Have
JOB000013,SK026,1.0,Must-Have
JOB000013,SK018,1.0,Must-Have
JOB000013,SK019,1.0,Must-Have
JOB000013,SK023,1.0,Must-Have
JOB000013,SK052,1.0,Must-Have
JOB000013,SK058,0.65,Good-to-Have
JOB000013,SK060,0.65,Good-to-Have
JOB000013,SK051,0.65,Good-to-Have
JOB000013,SK022,0.65,Good-to-Have
JOB000013,SK025,0.65,Good-to-Have
JOB000013,SK068,0.65,Good-to-Have
JOB000013,SK054,0.35,Optional
JOB000013,SK031,0.35,Optional
JOB000013,SK053,0.35,Optional
JOB000013,SK057,0.35,Optional
JOB000013,SK033,0.35,Optional
JOB000014,SK032,1.0,Must-Have
JOB000014,SK026,1.0,Must-Have
JOB000014,SK001,1.0,Must-Have
JOB000014,SK018,1.0,Must-Have
JOB000014,SK036,1.0,Must-Have
JOB000014,SK031,1.0,Must-Have
JOB000014,SK035,0.65,Good-to-Have
JOB000014,SK034,0.65,Good-to-Have
JOB000014,SK049,0.65,Good-to-Have
JOB000014,SK033,0.65,Good-to-Have
JOB000014,SK052,0.35,Optional
JOB000014,SK058,0.35,Optional
JOB000015,SK011,1.0,Must-Have
JOB000015,SK026,1.0,Must-Have
JOB000015,SK012,1.0,Must-Have
JOB000015,SK075,1.0,Must-Have
JOB000015,SK025,1.0,Must-Have
JOB000015,SK013,1.0,Must-Have
JOB000015,SK001,1.0,Must-Have
JOB000015,SK018,0.65,Good-to-Have
JOB000015,SK030,0.65,Good-to-Have
JOB000015,SK028,0.65,Good-to-Have
JOB000015,SK032,0.35,Optional
JOB000015,SK029,0.35,Optional
JOB000016,SK003,1.0,Must-Have
JOB000016,SK037,1.0,Must-Have
JOB000016,SK069,1.0,Must-Have
JOB000016,SK042,1.0,Must-Have
JOB000016,SK038,1.0,Must-Have
JOB000016,SK039,0.65,Good-to-Have
JOB000016,SK050,0.65,Good-to-Have
JOB000016,SK052,0.35,Optional
JOB000016,SK044,0.35,Optional
JOB000016,SK072,0.35,Optional
JOB000016,SK040,0.35,Optional
JOB000016,SK053,0.35,Optional
JOB000016,SK055,0.35,Optional
JOB000017,SK001,1.0,Must-Have
JOB000017,SK016,1.0,Must-Have
JOB000017,SK003,1.0,Must-Have
JOB000017,SK013,1.0,Must-Have
JOB000017,SK019,1.0,Must-Have
JOB000017,SK018,1.0,Must-Have
JOB000017,SK017,1.0,Must-Have
JOB000017,SK064,0.65,Good-to-Have
JOB000017,SK025,0.65,Good-to-Have
JOB000017,SK020,0.65,Good-to-Have
JOB000017,SK022,0.65,Good-to-Have
JOB000017,SK014,0.65,Good-to-Have
JOB000017,SK021,0.65,Good-to-Have
JOB000017,SK058,0.35,Optional
JOB000017,SK024,0.35,Optional
JOB000018,SK039,1.0,Must-Have
JOB000018,SK038,1.0,Must-Have
JOB000018,SK001,1.0,Must-Have
JOB000018,SK037,1.0,Must-Have
JOB000018,SK046,1.0,Must-Have
JOB000018,SK052,0.65,Good-to-Have
JOB000018,SK041,0.65,Good-to-Have
JOB000018,SK042,0.65,Good-to-Have
JOB000018,SK068,0.65,Good-to-Have
JOB000018,SK047,0.35,Optional
JOB000018,SK044,0.35,Optional
JOB000019,SK023,1.0,Must-Have
JOB000019,SK067,1.0,Must-Have
JOB000019,SK052,1.0,Must-Have
JOB000019,SK019,1.0,Must-Have
JOB000019,SK001,1.0,Must-Have
JOB000019,SK018,1.0,Must-Have
JOB000019,SK058,0.65,Good-to-Have
JOB000019,SK068,0.65,Good-to-Have
JOB000019,SK022,0.65,Good-to-Have
JOB000019,SK051,0.65,Good-to-Have
JOB000019,SK031,0.35,Optional
JOB000019,SK033,0.35,Optional
JOB000020,SK012,1.0,Must-Have
JOB000020,SK013,1.0,Must-Have
JOB000020,SK025,1.0,Must-Have
JOB000020,SK001,1.0,Must-Have
JOB000020,SK075,1.0,Must-Have
JOB000020,SK026,1.0,Must-Have
JOB000020,SK030,0.65,Good-to-Have
JOB000020,SK033,0.65,Good-to-Have
JOB000020,SK031,0.65,Good-to-Have
JOB000020,SK005,0.35,Optional
JOB000020,SK029,0.35,Optional
JOB000020,SK032,0.35,Optional
JOB000021,SK001,1.0,Must-Have
JOB000021,SK051,1.0,Must-Have
JOB000021,SK058,1.0,Must-Have
JOB000021,SK052,1.0,Must-Have
JOB000021,SK057,1.0,Must-Have
JOB000021,SK053,1.0,Must-Have
JOB000021,SK054,0.65,Good-to-Have
JOB000021,SK060,0.65,Good-to-Have
JOB000021,SK041,0.35,Optional
JOB000021,SK069,0.35,Optional
JOB000021,SK018,0.35,Optional
JOB000022,SK003,1.0,Must-Have
JOB000022,SK046,1.0,Must-Have
JOB000022,SK001,1.0,Must-Have
JOB000022,SK070,1.0,Must-Have
JOB000022,SK067,1.0,Must-Have
JOB000022,SK069,0.65,Good-to-Have
JOB000022,SK048,0.65,Good-to-Have
JOB000022,SK052,0.65,Good-to-Have
JOB000022,SK060,0.65,Good-to-Have
JOB000022,SK004,0.35,Optional
JOB000023,SK054,1.0,Must-Have
JOB000023,SK069,1.0,Must-Have
JOB000023,SK042,1.0,Must-Have
JOB000023,SK038,1.0,Must-Have
JOB000023,SK003,1.0,Must-Have
JOB000023,SK050,0.65,Good-to-Have
JOB000023,SK043,0.65,Good-to-Have
JOB000023,SK044,0.35,Optional
JOB000024,SK067,1.0,Must-Have
JOB000024,SK023,1.0,Must-Have
JOB000024,SK052,1.0,Must-Have
JOB000024,SK019,1.0,Must-Have
JOB000024,SK018,1.0,Must-Have
JOB000024,SK026,1.0,Must-Have
JOB000024,SK001,1.0,Must-Have
JOB000024,SK025,0.65,Good-to-Have
JOB000024,SK060,0.65,Good-to-Have
JOB000024,SK058,0.65,Good-to-Have
JOB000024,SK033,0.35,Optional
JOB000024,SK057,0.35,Optional
JOB000025,SK070,1.0,Must-Have
JOB000025,SK001,1.0,Must-Have
JOB000025,SK003,1.0,Must-Have
JOB000025,SK068,1.0,Must-Have
JOB000025,SK046,1.0,Must-Have
JOB000025,SK067,1.0,Must-Have
JOB000025,SK069,0.65,Good-to-Have
JOB000025,SK052,0.65,Good-to-Have
JOB000025,SK051,0.65,Good-to-Have
JOB000025,SK048,0.65,Good-to-Have
JOB000025,SK060,0.65,Good-to-Have
JOB000025,SK057,0.35,Optional
JOB000025,SK004,0.35,Optional
JOB000025,SK053,0.35,Optional
JOB000025,SK047,0.35,Optional
JOB000026,SK038,1.0,Must-Have
JOB000026,SK037,1.0,Must-Have
JOB000026,SK039,1.0,Must-Have
JOB000026,SK001,1.0,Must-Have
JOB000026,SK046,1.0,Must-Have
JOB000026,SK003,1.0,Must-Have
JOB000026,SK068,0.65,Good-to-Have
JOB000026,SK042,0.65,Good-to-Have
JOB000026,SK040,0.35,Optional
JOB000026,SK044,0.35,Optional
JOB000026,SK050,0.35,Optional
JOB000027,SK003,1.0,Must-Have
JOB000027,SK046,1.0,Must-Have
JOB000027,SK068,1.0,Must-Have
JOB000027,SK067,1.0,Must-Have
JOB000027,SK001,1.0,Must-Have
JOB000027,SK070,1.0,Must-Have
JOB000027,SK060,0.65,Good-to-Have
JOB000027,SK069,0.65,Good-to-Have
JOB000027,SK051,0.65,Good-to-Have
JOB000027,SK052,0.65,Good-to-Have
JOB000027,SK047,0.35,Optional
JOB000027,SK057,0.35,Optional
JOB000028,SK001,1.0,Must-Have
JOB000028,SK011,1.0,Must-Have
JOB000028,SK028,1.0,Must-Have
JOB000028,SK029,1.0,Must-Have
JOB000028,SK025,1.0,Must-Have
JOB000028,SK026,1.0,Must-Have
JOB000028,SK027,0.65,Good-to-Have
JOB000028,SK060,0.65,Good-to-Have
JOB000028,SK005,0.65,Good-to-Have
JOB000028,SK054,0.35,Optional
JOB000029,SK075,1.0,Must-Have
JOB000029,SK013,1.0,Must-Have
JOB000029,SK012,1.0,Must-Have
JOB000029,SK011,1.0,Must-Have
JOB000029,SK025,1.0,Must-Have
JOB000029,SK001,1.0,Must-Have
JOB000029,SK026,1.0,Must-Have
JOB000029,SK033,0.65,Good-to-Have
JOB000029,SK028,0.65,Good-to-Have
JOB000029,SK030,0.65,Good-to-Have
JOB000029,SK029,0.35,Optional
JOB000030,SK018,1.0,Must-Have
JOB000030,SK026,1.0,Must-Have
JOB000030,SK031,1.0,Must-Have
JOB000030,SK001,1.0,Must-Have
JOB000030,SK032,1.0,Must-Have
JOB000030,SK036,1.0,Must-Have
JOB000030,SK034,0.65,Good-to-Have
JOB000030,SK035,0.65,Good-to-Have
JOB000030,SK033,0.65,Good-to-Have
JOB000030,SK049,0.65,Good-to-Have
JOB000030,SK016,0.35,Optional
JOB000030,SK060,0.35,Optional
JOB000030,SK012,0.35,Optional
JOB000031,SK037,1.0,Must-Have
JOB000031,SK066,1.0,Must-Have
JOB000031,SK003,1.0,Must-Have
JOB000031,SK061,1.0,Must-Have
JOB000031,SK065,1.0,Must-Have
JOB000031,SK038,0.65,Good-to-Have
JOB000031,SK074,0.65,Good-to-Have
JOB000031,SK062,0.65,Good-to-Have
JOB000031,SK072,0.65,Good-to-Have
JOB000031,SK046,0.65,Good-to-Have
JOB000031,SK044,0.35,Optional
JOB000032,SK003,1.0,Must-Have
JOB000032,SK016,1.0,Must-Have
JOB000032,SK017,1.0,Must-Have
JOB000032,SK001,1.0,Must-Have
JOB000032,SK061,1.0,Must-Have
JOB000032,SK065,1.0,Must-Have
JOB000032,SK013,0.65,Good-to-Have
JOB000032,SK014,0.65,Good-to-Have
JOB000032,SK074,0.35,Optional
JOB000032,SK046,0.35,Optional
JOB000032,SK072,0.35,Optional
JOB000032,SK018,0.35,Optional
JOB000033,SK057,1.0,Must-Have
JOB000033,SK001,1.0,Must-Have
JOB000033,SK052,1.0,Must-Have
JOB000033,SK053,1.0,Must-Have
JOB000033,SK058,1.0,Must-Have
JOB000033,SK051,1.0,Must-Have
JOB000033,SK054,0.65,Good-to-Have
JOB000033,SK060,0.65,Good-to-Have
JOB000033,SK068,0.65,Good-to-Have
JOB000033,SK059,0.65,Good-to-Have
JOB000033,SK018,0.65,Good-to-Have
JOB000033,SK050,0.35,Optional
JOB000033,SK069,0.35,Optional
JOB000033,SK040,0.35,Optional
JOB000033,SK044,0.35,Optional
JOB000034,SK028,1.0,Must-Have
JOB000034,SK001,1.0,Must-Have
JOB000034,SK029,1.0,Must-Have
JOB000034,SK011,1.0,Must-Have
JOB000034,SK026,1.0,Must-Have
JOB000034,SK052,0.65,Good-to-Have
JOB000034,SK018,0.65,Good-to-Have
JOB000034,SK027,0.65,Good-to-Have
JOB000034,SK005,0.65,Good-to-Have
JOB000034,SK031,0.35,Optional
JOB000034,SK054,0.35,Optional
JOB000035,SK001,1.0,Must-Have
JOB000035,SK026,1.0,Must-Have
JOB000035,SK025,1.0,Must-Have
JOB000035,SK028,1.0,Must-Have
JOB000035,SK029,1.0,Must-Have
JOB000035,SK011,1.0,Must-Have
JOB000035,SK018,0.65,Good-to-Have
JOB000035,SK052,0.65,Good-to-Have
JOB000035,SK027,0.65,Good-to-Have
JOB000035,SK060,0.65,Good-to-Have
JOB000035,SK005,0.65,Good-to-Have
JOB000035,SK051,0.35,Optional
JOB000035,SK054,0.35,Optional
JOB000036,SK037,1.0,Must-Have
JOB000036,SK001,1.0,Must-Have
JOB000036,SK039,1.0,Must-Have
JOB000036,SK003,1.0,Must-Have
JOB000036,SK038,1.0,Must-Have
JOB000036,SK046,1.0,Must-Have
JOB000036,SK051,0.65,Good-to-Have
JOB000036,SK041,0.65,Good-to-Have
JOB000036,SK047,0.35,Optional
JOB000036,SK040,0.35,Optional
JOB000036,SK054,0.35,Optional
JOB000036,SK050,0.35,Optional
JOB000036,SK044,0.35,Optional
JOB000037,SK065,1.0,Must-Have
JOB000037,SK061,1.0,Must-Have
JOB000037,SK016,1.0,Must-Have
JOB000037,SK001,1.0,Must-Have
JOB000037,SK017,1.0,Must-Have
JOB000037,SK003,1.0,Must-Have
JOB000037,SK013,0.65,Good-to-Have
JOB000037,SK014,0.65,Good-to-Have
JOB000037,SK018,0.35,Optional
JOB000037,SK046,0.35,Optional
JOB000038,SK054,1.0,Must-Have
JOB000038,SK038,1.0,Must-Have
JOB000038,SK069,1.0,Must-Have
JOB000038,SK003,1.0,Must-Have
JOB000038,SK037,1.0,Must-Have
JOB000038,SK050,0.65,Good-to-Have
JOB000038,SK039,0.65,Good-to-Have
JOB000038,SK043,0.65,Good-to-Have
JOB000038,SK052,0.35,Optional
JOB000038,SK072,0.35,Optional
JOB000038,SK057,0.35,Optional
JOB000039,SK028,1.0,Must-Have
JOB000039,SK026,1.0,Must-Have
JOB000039,SK029,1.0,Must-Have
JOB000039,SK001,1.0,Must-Have
JOB000039,SK011,1.0,Must-Have
JOB000039,SK018,0.65,Good-to-Have
JOB000039,SK060,0.65,Good-to-Have
JOB000039,SK052,0.65,Good-to-Have
JOB000039,SK027,0.65,Good-to-Have
JOB000039,SK051,0.35,Optional
JOB000039,SK031,0.35,Optional
JOB000039,SK054,0.35,Optional
JOB000039,SK033,0.35,Optional
JOB000040,SK046,1.0,Must-Have
JOB000040,SK001,1.0,Must-Have
JOB000040,SK070,1.0,Must-Have
JOB000040,SK068,1.0,Must-Have
JOB000040,SK003,1.0,Must-Have
JOB000040,SK067,1.0,Must-Have
JOB000040,SK069,0.65,Good-to-Have
JOB000040,SK051,0.65,Good-to-Have
JOB000040,SK060,0.65,Good-to-Have
JOB000040,SK004,0.35,Optional
JOB000040,SK054,0.35,Optional
JOB000041,SK003,1.0,Must-Have
JOB000041,SK074,1.0,Must-Have
JOB000041,SK066,1.0,Must-Have
JOB000041,SK072,1.0,Must-Have
JOB000041,SK071,1.0,Must-Have
JOB000041,SK065,1.0,Must-Have
JOB000041,SK016,0.65,Good-to-Have
JOB000041,SK073,0.65,Good-to-Have
JOB000041,SK061,0.65,Good-to-Have
JOB000041,SK014,0.65,Good-to-Have
JOB000041,SK037,0.35,Optional
JOB000042,SK001,1.0,Must-Have
JOB000042,SK057,1.0,Must-Have
JOB000042,SK058,1.0,Must-Have
JOB000042,SK051,1.0,Must-Have
JOB000042,SK053,1.0,Must-Have
JOB000042,SK052,1.0,Must-Have
JOB000042,SK068,0.65,Good-to-Have
JOB000042,SK054,0.65,Good-to-Have
JOB000042,SK059,0.65,Good-to-Have
JOB000042,SK026,0.65,Good-to-Have
JOB000042,SK060,0.65,Good-to-Have
JOB000042,SK018,0.65,Good-to-Have
JOB000042,SK069,0.35,Optional
JOB000042,SK050,0.35,Optional
JOB000042,SK040,0.35,Optional
JOB000042,SK041,0.35,Optional
JOB000043,SK058,1.0,Must-Have
JOB000043,SK001,1.0,Must-Have
JOB000043,SK057,1.0,Must-Have
JOB000043,SK053,1.0,Must-Have
JOB000043,SK052,1.0,Must-Have
JOB000043,SK054,0.65,Good-to-Have
JOB000043,SK060,0.65,Good-to-Have
JOB000043,SK018,0.65,Good-to-Have
JOB000043,SK059,0.65,Good-to-Have
JOB000043,SK026,0.65,Good-to-Have
JOB000043,SK041,0.35,Optional
JOB000043,SK050,0.35,Optional
JOB000043,SK069,0.35,Optional
JOB000043,SK040,0.35,Optional
JOB000044,SK057,1.0,Must-Have
JOB000044,SK051,1.0,Must-Have
JOB000044,SK058,1.0,Must-Have
JOB000044,SK052,1.0,Must-Have
JOB000044,SK001,1.0,Must-Have
JOB000044,SK060,0.65,Good-to-Have
JOB000044,SK059,0.65,Good-to-Have
JOB000044,SK026,0.65,Good-to-Have
JOB000044,SK054,0.65,Good-to-Have
JOB000044,SK041,0.35,Optional
JOB000044,SK069,0.35,Optional
JOB000044,SK040,0.35,Optional
JOB000045,SK037,1.0,Must-Have
JOB000045,SK054,1.0,Must-Have
JOB000045,SK003,1.0,Must-Have
JOB000045,SK038,1.0,Must-Have
JOB000045,SK069,1.0,Must-Have
JOB000045,SK050,0.65,Good-to-Have
JOB000045,SK056,0.65,Good-to-Have
JOB000045,SK052,0.35,Optional
JOB000045,SK072,0.35,Optional
JOB000045,SK044,0.35,Optional
JOB000045,SK053,0.35,Optional
JOB000045,SK040,0.35,Optional
JOB000046,SK001,1.0,Must-Have
JOB000046,SK061,1.0,Must-Have
JOB000046,SK017,1.0,Must-Have
JOB000046,SK003,1.0,Must-Have
JOB000046,SK016,1.0,Must-Have
JOB000046,SK065,1.0,Must-Have
JOB000046,SK013,0.65,Good-to-Have
JOB000046,SK066,0.65,Good-to-Have
JOB000046,SK018,0.35,Optional
JOB000047,SK057,1.0,Must-Have
JOB000047,SK001,1.0,Must-Have
JOB000047,SK051,1.0,Must-Have
JOB000047,SK052,1.0,Must-Have
JOB000047,SK053,1.0,Must-Have
JOB000047,SK058,1.0,Must-Have
JOB000047,SK059,0.65,Good-to-Have
JOB000047,SK018,0.65,Good-to-Have
JOB000047,SK041,0.35,Optional
JOB000048,SK016,1.0,Must-Have
JOB000048,SK061,1.0,Must-Have
JOB000048,SK065,1.0,Must-Have
JOB000048,SK003,1.0,Must-Have
JOB000048,SK017,1.0,Must-Have
JOB000048,SK001,1.0,Must-Have
JOB000048,SK066,0.65,Good-to-Have
JOB000048,SK013,0.65,Good-to-Have
JOB000048,SK064,0.65,Good-to-Have
JOB000048,SK014,0.65,Good-to-Have
JOB000048,SK062,0.65,Good-to-Have
JOB000048,SK074,0.35,Optional
JOB000048,SK072,0.35,Optional
JOB000048,SK018,0.35,Optional
JOB000048,SK046,0.35,Optional
JOB000049,SK042,1.0,Must-Have
JOB000049,SK037,1.0,Must-Have
JOB000049,SK054,1.0,Must-Have
JOB000049,SK069,1.0,Must-Have
JOB000049,SK038,1.0,Must-Have
JOB000049,SK055,0.65,Good-to-Have
JOB000049,SK039,0.65,Good-to-Have
JOB000049,SK056,0.65,Good-to-Have
JOB000049,SK043,0.65,Good-to-Have
JOB000049,SK040,0.35,Optional
JOB000050,SK001,1.0,Must-Have
JOB000050,SK053,1.0,Must-Have
JOB000050,SK052,1.0,Must-Have
JOB000050,SK057,1.0,Must-Have
JOB000050,SK058,1.0,Must-Have
JOB000050,SK051,1.0,Must-Have
JOB000050,SK060,0.65,Good-to-Have
JOB000050,SK068,0.65,Good-to-Have
JOB000050,SK069,0.35,Optional
JOB000050,SK040,0.35,Optional
JOB000050,SK041,0.35,Optional
JOB000050,SK020,0.35,Optional
JOB000051,SK028,1.0,Must-Have
JOB000051,SK026,1.0,Must-Have
JOB000051,SK029,1.0,Must-Have
JOB000051,SK011,1.0,Must-Have
JOB000051,SK025,1.0,Must-Have
JOB000051,SK001,1.0,Must-Have
JOB000051,SK005,0.65,Good-to-Have
JOB000051,SK027,0.65,Good-to-Have
JOB000051,SK031,0.35,Optional
JOB000051,SK014,0.35,Optional
JOB000052,SK037,1.0,Must-Have
JOB000052,SK066,1.0,Must-Have
JOB000052,SK061,1.0,Must-Have
JOB000052,SK003,1.0,Must-Have
JOB000052,SK074,0.65,Good-to-Have
JOB000052,SK038,0.65,Good-to-Have
JOB000052,SK062,0.65,Good-to-Have
JOB000052,SK072,0.65,Good-to-Have
JOB000052,SK046,0.65,Good-to-Have
JOB000052,SK001,0.35,Optional
JOB000053,SK001,1.0,Must-Have
JOB000053,SK037,1.0,Must-Have
JOB000053,SK039,1.0,Must-Have
JOB000053,SK038,1.0,Must-Have
JOB000053,SK046,1.0,Must-Have
JOB000053,SK051,0.65,Good-to-Have
JOB000053,SK041,0.65,Good-to-Have
JOB000053,SK040,0.35,Optional
JOB000053,SK047,0.35,Optional
JOB000053,SK050,0.35,Optional
JOB000053,SK044,0.35,Optional
JOB000054,SK011,1.0,Must-Have
JOB000054,SK026,1.0,Must-Have
JOB000054,SK001,1.0,Must-Have
JOB000054,SK029,1.0,Must-Have
JOB000054,SK028,1.0,Must-Have
JOB000054,SK025,1.0,Must-Have
JOB000054,SK018,0.65,Good-to-Have
JOB000054,SK052,0.65,Good-to-Have
JOB000054,SK060,0.65,Good-to-Have
JOB000054,SK005,0.65,Good-to-Have
JOB000054,SK027,0.65,Good-to-Have
JOB000054,SK031,0.35,Optional
JOB000054,SK051,0.35,Optional
JOB000055,SK001,1.0,Must-Have
JOB000055,SK003,1.0,Must-Have
JOB000055,SK065,1.0,Must-Have
JOB000055,SK016,1.0,Must-Have
JOB000055,SK061,1.0,Must-Have
JOB000055,SK064,0.65,Good-to-Have
JOB000055,SK013,0.65,Good-to-Have
JOB000055,SK014,0.65,Good-to-Have
JOB000055,SK046,0.35,Optional
JOB000056,SK038,1.0,Must-Have
JOB000056,SK054,1.0,Must-Have
JOB000056,SK003,1.0,Must-Have
JOB000056,SK042,1.0,Must-Have
JOB000056,SK037,1.0,Must-Have
JOB000056,SK069,1.0,Must-Have
JOB000056,SK043,0.65,Good-to-Have
JOB000056,SK050,0.65,Good-to-Have
JOB000056,SK039,0.65,Good-to-Have
JOB000056,SK055,0.65,Good-to-Have
JOB000056,SK056,0.65,Good-to-Have
JOB000056,SK053,0.35,Optional
JOB000056,SK040,0.35,Optional
JOB000056,SK052,0.35,Optional
JOB000056,SK044,0.35,Optional
JOB000056,SK072,0.35,Optional
JOB000056,SK068,0.35,Optional
JOB000057,SK066,1.0,Must-Have
JOB000057,SK003,1.0,Must-Have
JOB000057,SK065,1.0,Must-Have
JOB000057,SK037,1.0,Must-Have
JOB000057,SK062,0.65,Good-to-Have
JOB000057,SK072,0.65,Good-to-Have
JOB000057,SK074,0.65,Good-to-Have
JOB000057,SK001,0.35,Optional
JOB000057,SK044,0.35,Optional
JOB000057,SK063,0.35,Optional
JOB000057,SK061,0.35,Optional
JOB000058,SK068,1.0,Must-Have
JOB000058,SK070,1.0,Must-Have
JOB000058,SK001,1.0,Must-Have
JOB000058,SK046,1.0,Must-Have
JOB000058,SK003,1.0,Must-Have
JOB000058,SK067,1.0,Must-Have
